1	65536	225.204	43.8995	471.415	49.6475	12.6656	18.2243	258.224	434.647	1	20
2	48483	221.047	39.7356	498.443	53.6446	16.7853	20.2844	378.153	621.537	2	72
3	40647	222.599	36.6981	508.645	53.8219	20.5489	23.4064	396.684	669.422	3	84
4	35868	230.261	36.9131	521.678	53.432	24.0814	23.3802	432.252	698.004	4	96
5	32552	229.633	34.0686	544.953	54.8154	27.6112	25.874	447.069	750.215	5	108
6	30071	228.227	32.9055	566.787	54.634	30.8487	27.8807	474.411	793.322	6	120
7	28121	227.73	31.3543	580.335	55.3056	33.9284	28.6494	498.987	820.81	7	132
8	26535	239.533	31.6045	620.865	58.5472	38.73	29.6571	541.963	919.163	8	144
9	25211	228.789	30.2469	625.414	58.6827	42.2811	31.754	546.745	939.035	9	156
10	24082	230.67	29.5034	621.686	57.8129	44.3028	32.2606	573.125	967.569	10	168
11	23104	220.871	27.7008	607.535	57.2953	47.9311	32.7692	583.276	990.045	11	180
12	22246	230.693	27.1772	619.606	58.9994	51.6138	33.9005	604.558	1042.75	12	192
13	21486	229.359	27.8894	665.464	60.7396	56.0202	35.0903	646.235	1113.98	13	204
14	20804	223.755	26.8218	672.229	59.9909	58.6666	35.7071	670.544	1147.86	14	216
15	20189	225.37	26.2057	683.053	59.9931	60.7311	35.7299	672.891	1152.01	15	228
16	19631	213.744	25.5209	677.566	58.7362	61.6423	34.5754	672.813	1169.83	16	240
17	19120	224.32	25.2892	697.85	59.9686	65.1987	37.16	707.27	1222.38	17	252
18	18651	215.324	24.184	702.742	59.7904	67.4816	37.4135	716.369	1257.09	18	264
19	18217	216.556	24.2313	696.791	60.0758	70.3217	38.239	744.854	1287.26	19	276
20	17816	219.41	24.1777	716.491	60.6898	73.086	38.9088	758.925	1337.9	20	288
21	17442	213.508	23.8477	730.306	61.0824	75.7511	39.6256	795.15	1374.38	21	300
22	17092	226.656	23.7219	739.621	60.8677	78.7912	40.2586	802.949	1410.89	22	312
23	16765	229.943	23.7373	754.462	62.4814	81.9922	41.3361	855.711	1476.95	23	324
24	16458	219.407	23.5777	746.266	62.7081	83.5733	41.4844	850.346	1496.72	24	336
25	16168	215.735	22.8946	757.02	62.5804	85.8208	42.3615	865.722	1524.99	25	348
26	15895	218.874	22.985	771.645	62.8468	88.1913	42.5543	891.538	1558.23	26	360
27	15636	225.313	22.5524	772.173	61.4256	91.4396	43.1696	914.748	1584.93	27	372
28	15391	221.428	22.2045	785.615	61.9096	93.8958	43.0771	932.688	1622.25	28	384
29	15158	231.363	22.9513	828.2	65.2329	100.251	46.1769	989.115	1740.99	29	396
31	14725	219.015	22.6825	835.076	64.8421	102.968	46.1528	1026.49	1799.52	31	420
32	14523	221.648	22.0706	764.904	59.1889	104.032	43.9647	1018.52	1828.55	32	432
33	14330	228.96	21.8656	778.723	59.7837	106.629	46.3503	1039.08	1853.94	33	444
35	13968	230.097	21.8909	802.105	61.0252	111.856	47.5408	1103.24	1967.28	35	468
36	13798	220.322	21.6698	808.769	60.4327	113.161	47.9272	1099.36	1968.69	36	480
38	13477	213.03	21.9673	824.62	60.7517	118.762	48.3527	1150.03	2032.72	38	504
40	13180	218.665	21.286	850.395	61.4568	123.012	49.852	1346.43	2128.76	40	528
41	13039	224.864	21.8145	883.837	63.7127	129.262	51.4955	1409.31	2264.67	41	540
43	12772	239.273	21.9448	913.847	65.3148	135.946	53.2336	1494.52	2373.55	43	564
45	12522	216.02	21.0616	895.648	63.1888	135.506	52.268	1464.14	2330.94	45	588
47	12287	219.175	20.8091	915.895	63.3841	139.798	52.4904	1492.31	2416.7	47	612
49	12067	219.524	20.6568	937.383	64.8794	145.227	53.406	1575.37	2484.63	49	636
52	11759	221.788	20.6814	974.011	65.7666	151.416	54.7836	1630.07	2609.92	52	672
54	11568	232.538	20.7341	1016.05	67.6824	159.41	57.1793	1708.07	2724.5	54	696
56	11386	221.237	20.5892	1024.7	67.5698	161.097	56.0337	1708.24	2764.01	56	720
59	11131	230.348	20.3189	1051.33	68.4889	168.493	58.0496	1770.46	2886.53	59	756
61	10971	220.673	20.5161	1077.04	71.0099	174.706	58.5908	1822.99	2975.21	61	780
64	10744	230.92	20.0039	1107.25	70.7232	181.055	58.7584	1917.44	3075.76	64	816
67	10532	223.604	20.4565	1157.33	73.647	192.238	63.0839	1990.7	3256.74	67	852
70	10333	232.169	20.4781	1194.94	74.1556	200.469	63.7859	2068.91	3388.75	70	888
73	10147	211.393	19.6185	1186.91	72.7161	199.837	62.9595	2067.8	3395.19	73	924
76	9970	220.662	19.6154	1223.27	73.8365	207.081	64.674	2131.9	3562.29	76	960
79	9804	227.764	19.6071	1268.95	75.3417	216.973	66.0139	2213.08	3683.39	79	996
83	9596	228.741	19.8878	1319.97	77.8658	228.35	68.268	2542.52	3965.61	83	1044
