1	16384	15310.6	102.966	168.396	0	1
2	12120	14159.6	101.361	204.125	0	1.9651
3	10161	14239.9	105.239	256.766	0	2.90208
4	8967	14066.2	99.3365	310.026	0	3.80841
5	8138	14051.4	97.2229	374.171	0	4.70435
6	7517	14109.6	95.8716	455.634	0	5.55833
7	7030	14241.5	99.8984	899.289	0	6.38279
8	6633	14241.1	97.2034	1154.38	0	7.22358
9	6302	14293.6	96.1247	1294.51	0	8.04284
10	6020	14378.4	96.5615	1388.37	0	8.80249
11	5776	14320.6	95.7095	1472.47	0	9.61998
12	5561	14269	95.0818	1552.06	0	10.3285
13	5371	14623	96.0858	1799.29	0	11.1594
14	5201	14365.1	96.3551	2018.65	0	11.9041
15	5047	14342.6	96.7704	2285.91	0	12.6527
16	4907	14336.1	96.9406	2486.04	0	13.3436
17	4780	14401.7	97.1942	2683.89	0	14.1042
18	4662	14395.8	96.7038	2821.32	0	14.7982
19	4554	14586.3	97.0922	2946.86	0	15.4752
20	4454	14763.4	98.0692	3082.17	0	16.1904
21	4360	14815.6	98.9734	3181.88	0	16.8807
22	4273	14870.1	99.6	3291.36	0	17.6422
23	4191	14923.9	99.7583	3393.46	0	18.1801
24	4114	14611.8	97.4822	3407.39	0	18.9302
25	4042	14682.6	97.6843	3491.34	0	19.6185
26	3973	14610.4	95.9941	3558.27	0	20.3554
27	3909	14701.7	96.3873	3687.64	0	20.9698
28	3847	14590.6	96.0489	3808.16	0	21.5513
29	3789	14604.4	96.741	4024.54	0	22.2906
31	3681	14603.1	96.0819	4431.68	0	23.5911
32	3630	14677.4	96.1777	4682.09	0	24.2113
33	3582	14571.7	95.3167	4864.04	0	24.8878
35	3492	14724.5	96.5881	5223.08	0	26.1429
36	3449	14863.7	97.1618	5415.48	0	26.7596
38	3369	14867.6	96.5225	5620.07	0	28.0748
40	3295	14924.1	96.9575	5817.6	0	29.2944
41	3259	14885.5	97.2841	5882.48	0	29.9257
43	3193	14894.5	96.8252	6004.38	0	31.1118
45	3130	15033.2	97.1033	6134.82	0	32.3006
47	3071	15201.9	96.8774	6307.07	0	33.5161
49	3016	16324.6	104.578	6830.24	0	34.7702
52	2939	16044.6	103.855	7012.25	0	36.4913
54	2892	15174.3	98.695	6804.98	0	37.6511
56	2846	15355.6	98.2457	7004.92	0	38.9086
59	2782	15537.4	99.4468	7289	0	40.541
