START JOB BloomFilterSizeProfile
Date Time: 2024/07/03 04:54:51 PST
TrueU	Size	NumTrials	FalsePositiveRate	NumHashBits
3	64	16384	0.006103515625	11
4	64	10922	0.0169677734375	11
5	128	8192	0.003173828125	10
6	128	6553	0.0029296875	11
7	128	5461	0.0028076171875	11
8	128	4681	0.0025634765625	11
9	192	4096	7.32421875E-4	11
10	192	3640	7.32421875E-4	10
11	192	3276	8.544921875E-4	11
12	192	2978	0.001953125	10
13	192	2730	0.002197265625	10
14	256	2520	0.002197265625	11
15	256	2340	0.001708984375	10
16	256	2184	0.0028076171875	11
17	256	2048	0.001708984375	10
18	320	1927	4.8828125E-4	10
20	320	1820	0.00146484375	10
21	320	1638	0.001220703125	10
23	384	1560	9.765625E-4	10
24	384	1424	0.001220703125	10
26	384	1365	0.001220703125	10
28	448	1260	7.32421875E-4	10
30	448	1170	0.001708984375	10
32	512	1092	0.00146484375	10
34	512	1024	0.002197265625	10
37	576	1024	4.8828125E-4	10
39	576	1024	7.32421875E-4	10
42	640	1024	2.44140625E-4	10
45	704	1024	0.0	10
49	768	1024	4.8828125E-4	10
52	768	1024	0.001708984375	10
56	832	1024	7.32421875E-4	10
60	896	1024	0.001708984375	10
64	960	1024	7.32421875E-4	10
69	1024	1024	0.00244140625	10
74	1088	1024	0.003173828125	10
79	1152	1024	4.8828125E-4	10
84	1216	1024	4.8828125E-4	10
91	1344	1024	4.8828125E-4	10
97	1408	1024	4.8828125E-4	10
104	1536	1024	7.32421875E-4	10
111	1600	1024	0.001953125	10
119	1728	1024	0.00146484375	10
128	1856	1024	7.32421875E-4	10
137	1984	1024	0.00146484375	10
147	2176	1024	2.44140625E-4	10
158	2304	1024	9.765625E-4	10
169	2432	1024	0.001220703125	10
181	2624	1024	4.8828125E-4	10
194	2816	1024	9.765625E-4	10
208	3008	1024	2.44140625E-4	10
223	3264	1024	4.8828125E-4	10
239	3456	1024	0.001708984375	10
256	3712	1024	9.765625E-4	10
274	3968	1024	0.001220703125	10
294	4288	1024	7.32421875E-4	10
315	4544	1024	0.00146484375	10
338	4864	1024	4.8828125E-4	10
362	5248	1024	7.32421875E-4	10
388	5632	1024	0.001220703125	10
416	6016	1024	2.44140625E-4	10
446	6464	1024	0.001220703125	10
478	6912	1024	0.00146484375	10
512	7424	1024	0.001220703125	10
549	7936	1024	7.32421875E-4	10
588	8512	1024	0.00146484375	10
630	9088	1024	9.765625E-4	10
676	9728	1024	4.8828125E-4	10
724	10432	1024	0.00146484375	10
776	11200	1024	9.765625E-4	10
832	11968	1024	0.00146484375	10
891	12864	1024	4.8828125E-4	10
955	13760	1024	0.0	10
1024	14784	1024	0.001708984375	10
1097	15808	1024	2.44140625E-4	10
1176	16960	1024	0.00146484375	10
1261	18176	1024	0.002685546875	10
1351	19456	1024	2.44140625E-4	10
1448	20864	1024	9.765625E-4	10
1552	22336	1024	9.765625E-4	10
1663	23936	1024	9.765625E-4	10
1783	25664	1024	7.32421875E-4	10
1911	27520	1024	4.8828125E-4	10
2048	29504	1024	4.8828125E-4	10
2195	31616	1024	7.32421875E-4	10
2353	33856	1024	7.32421875E-4	10
2521	36288	1024	0.001220703125	10
2702	38912	1024	9.765625E-4	10
2896	41664	1024	4.8828125E-4	10
3104	44672	1024	9.765625E-4	10
3327	47872	1024	7.32421875E-4	10
3566	51328	1024	7.32421875E-4	10
3822	54976	1024	2.44140625E-4	10
4096	58944	1024	4.8828125E-4	10
4390	63168	1024	9.765625E-4	10
4705	67648	1024	9.765625E-4	10
5043	72512	1024	0.00146484375	10
5405	77760	1024	4.8828125E-4	10
5793	83328	1024	4.8828125E-4	10
6208	89280	1024	0.001953125	10
6654	95680	1024	0.001708984375	10
7132	102592	1024	0.00146484375	10
7643	109888	1024	4.8828125E-4	10
8192	117824	1024	7.32421875E-4	10
8780	126272	1024	9.765625E-4	10
9410	135296	1024	0.001708984375	10
10086	145024	1024	9.765625E-4	10
10809	155456	1024	4.8828125E-4	10
11585	166592	1024	9.765625E-4	10
12417	178560	1024	9.765625E-4	10
13308	191360	1024	4.8828125E-4	10
14263	205120	1024	0.002685546875	10
15287	219840	1024	7.32421875E-4	10
16384	235584	1024	0.00146484375	10
17560	252480	1024	9.765625E-4	10
18820	270592	1024	4.8828125E-4	10
20171	290048	1024	4.8828125E-4	10
21619	310848	1024	4.8828125E-4	10
23170	333184	1024	0.001708984375	10
24834	357056	1024	9.765625E-4	10
26616	382720	1024	0.001220703125	10
28526	410176	1024	7.32421875E-4	10
30574	439616	1024	7.32421875E-4	10
32768	471168	1024	0.00146484375	10
35120	504960	1024	4.8828125E-4	10
37641	541248	1024	9.765625E-4	10
40342	580032	1024	0.001220703125	10
43238	621696	1024	9.765625E-4	10
46341	666304	1024	4.8828125E-4	10
49667	714112	1024	4.8828125E-4	10
53232	765376	1024	9.765625E-4	10
57052	820288	1024	0.001220703125	10
